name,st_abbr,city,address,phone,testing_status,lon,lat
Parker Medical Center,MT,Lincoln,2363 W Mt Highway 200,406-362-4603,Yes,-112.696706,46.95459999
Ag Worker Health & Services,MT,Bigfork,General Delivery,800-813-4492,Yes,-114.08891,48.06616001
Flathead Community Health Center - Bigfork School,MT,Bigfork,600 Commerce St Rm 213,406-751-8113,Yes,-114.0793195,48.06532253
Flathead Community Health Center - Rankin Elementary School,MT,Kalispell,2155 Airport Rd Rm 113/114,406-751-8113,Yes,-114.3093088,48.17081
Flathead Community Health Center,MT,Kalispell,1035 1st Ave W,406-751-8108 x18108,Yes,-114.3114738,48.1881032
Flathead Community Health Center - Elrod Elementary,MT,Kalispell,412 3rd Ave W Rm L,406-751-8113,Yes,-114.316716,48.19364649
Flathead Community Health Center - Linderman Education Center,MT,Kalispell,124 3rd Ave E Rm G007,406-751-8113,Yes,-114.3088561,48.19800667
Flathead Community Health Center Addiction Services,MT,Kalispell,1312 N Meridian Rd,406-756-6453,Yes,-114.330033,48.21682652
COLVILLE COMMUNITY HEALTH CENTER,WA,Colville,358 N Main St,509-684-1440,Yes,-117.9057985,48.54716998
COLVILLE COMMUNITY DENTAL CLINIC,WA,Colville,370 N Main St,509-684-1440,Yes,-117.9058086,48.54735187
Flathead Community Health Center - Evergreen Junior High School,MT,Kalispell,20 W Evergreen Dr Rm 254,406-751-8113,Yes,-114.2787804,48.2258625
Flathead Community Health Center - East Evergreen Elementary,MT,Kalispell,585 E Evergreen Dr Rm E145,406-751-8113,Yes,-114.253811,48.22596102
BOUNDARY REGIONAL CHC,ID,Bonners Ferry,6615 Comanche St,208-267-3201,Yes,-116.3200803,48.70130748
SELKIRK COMMUNITY HEALTH CENTER,WA,Ione,208 Cedar Creek Ter,509-442-3514,Yes,-117.418719,48.74445752
Helena Indian Alliance Health Center,MT,Helena,501 Euclid Ave,406-438-1575,No,-112.0443948,46.59911686
Healthcare for the Homeless,MT,Helena,533 N Last Chance Gulch,406-449-5682,Yes,-112.036247,46.59225602
PureView Health Center,MT,Helena,1930 9th Ave,406-443-2584,Yes,-112.0058771,46.5891903
Flathead Community Health Center Satellite Hungry Horse,MT,Hungry Horse,200 North St,406-751-8113,Yes,-114.05784,48.38139253
PureView East Helena Clinic,MT,East Helena,250 Academic St,406-457-8880,Yes,-111.917185,46.596488
NORTHPORT COMMUNITY HEALTH CTR,WA,Northport,411 Summit Ave,509-732-4252,Yes,-117.7830905,48.91662323
"Chiricahua Community Health Centers, Inc. Early Childhood Center of Excellence",AZ,Douglas,1151 E 16th St,520-364-1429,Yes,-109.5446962,31.35053297
Adel Mobile Medical Unit,AZ,Douglas,815 E 15th St,520-364-1429,Yes,-109.5491002,31.34955253
Chiricahua Community Health Centers Inc. Pediatric Center of Excellence,AZ,Douglas,815 E 15th St,520-364-1429,Yes,-109.5491002,31.34955253
Medical Mobile Clinic- 'Hank',AZ,Douglas,815 E 15th St,429-429-1429 x41429,Yes,-109.5491002,31.34955253
CCHCI Mobile Dental Unit,AZ,Douglas,1100 N F Ave,520-364-3285,Yes,-109.5529722,31.34571999
Mobile Medical Clinic 'Sue',AZ,Douglas,1100 N F Ave,520-364-3285 x52022,Yes,-109.5529722,31.34571999
CCHCI Mobile Medical Unit,AZ,Douglas,1100 N F Ave,520-364-3285,Yes,-109.5529722,31.34571999
"Chiricahua Community Health Centers, Inc. Jennifer 'Ginger' Ryan Clinic",AZ,Douglas,1100 N F Ave,520-364-3285,Yes,-109.5529722,31.34571999
HMS Animas Valley Clinic,NM,Animas,56 Panther Blvd,505-548-2742,Yes,-108.8077601,31.95153669
"Chiricahua Community Health Centers, Inc. Bisbee Family Health Center",AZ,Bisbee,108 Arizona St,520-432-3309,Yes,-109.8781642,31.41131354
"Chiricahua Community Health Centers, Inc. Bisbee Clinic",AZ,Bisbee,310 Arizona St,520-364-1429,Yes,-109.8772039,31.41284879
CCHCI Mobile Clinic,AZ,Elfrida,"Chiricahua Community Health Centers, Inc  Cochise County  PO Box 263  Elfrida, AZ 85610",520-364-3285,Yes,-109.687425,31.6819
"Chiricahua Community Health Centers, Inc. Cliff Whetten Clinic",AZ,Elfrida,10566 N Highway 191,520-642-2222,Yes,-109.6872823,31.69763
Ben Archer Health Center - Columbus,NM,Deming,626 N Taft St,575-531-2165,Yes,-107.6407472,31.83741474
CCHCI SEABHS Clinic,AZ,Sierra Vista,4755 Campus Dr,520-364-1429,Yes,-110.2496097,31.56262751
"Chiricahua Community Health Centers, Inc. Sierra Vista Pediatrics",AZ,Sierra Vista,155 Calle Portal Ste 700,520-459-0203,Yes,-110.2670172,31.55283127
"Chiricahua Community Health Centers, Inc. Sierra Vista Family Dental Center and Administration",AZ,Sierra Vista,115 Calle Portal,520-364-1429 x41429,Yes,-110.2670172,31.5529657
"Chiricahua Community Health Centers, Inc. Sierra Vista Adult Clinic",AZ,Sierra Vista,155 Calle Portal Ste 300,520-459-1200,Yes,-110.2670172,31.55283127
"Chiricahua Community Health Centers, Inc. Ronald Mobile Dental Clinic",AZ,Sierra Vista,115 Calle Portal,520-364-1429,Yes,-110.2670172,31.5529657
HMS Ena Mitchell Senior and Wellness Center,NM,Lordsburg,532 De Moss St,575-542-9414,Yes,-108.706457,32.33873315
HIDALGO MEDICAL SERVICES,NM,Lordsburg,530 De Moss St,505-534-9910,Yes,-108.706627,32.33878311
HMS LORDSBURG HSHC,NM,Lordsburg,501 W 4th St,505-542-3389,Yes,-108.714473,32.3493068
Ben Archer Health Center - Deming,NM,Deming,125 Chaparrel Blvd NW,575-546-4800,Yes,-107.7490951,32.19078222
PMS - Deming Behavioral Health Health Center,NM,Deming,901 W Hickory St,575-546-4663,Yes,-107.7690599,32.25917749
PMS - Deming Health Center,NM,Deming,300 S Diamond Ave,575-546-4663,Yes,-107.754572,32.26705489
"Chiricahua Community Health Centers, Inc. Benson Family Health Center",AZ,Benson,335 S Ocotillo Ave,520-364-1429,Yes,-110.3070827,31.9664527
MCHC - Patagonia Family Health Center Site,AZ,Patagonia,101 N Taylor Ln,520-281-1550,Yes,-110.751748,31.5413961
Canyonlands Healthcare - Duncan,AZ,Duncan,227 Main St,928-359-1380,Yes,-109.103453,32.72230826
MCHC - Mesquite Building Site,AZ,Nogales,1835 N Mastick Way,520-281-1550,Yes,-110.933892,31.36552685
MCHC - Main Clinical Site,AZ,Nogales,1852 N Mastick Way,520-281-1550,Yes,-110.933848,31.36572311
HMS Community Health Center,NM,Silver City,1007 N Pope St,575-388-1511,Yes,-108.2761624,32.77631418
HMS  MED SQUARE CLINIC,NM,Silver City,114 W 11th St,575-388-1511,Yes,-108.2768667,32.77672732
Santa Teresa School-Based Health Center,NM,Santa Teresa,100 Airport Rd,575-874-9338,Yes,-106.6502481,31.86193823
HMS COBRE HEALTH CLINIC,NM,Bayard,1107 Tom Foy Blvd,505-537-5069,Yes,-108.1406571,32.75815641
HMS New Beginnings Recovery Center,NM,Silver City,2540 N Silver St,575-538-3205,Yes,-108.2677482,32.79059359
Sunland Park Building B,NM,Sunland Park,2625 Mcnutt Rd Ste B,575-528-1105,Yes,-106.5825515,31.80187582
Sunland Park Medical and Dental Clinic,NM,Sunland Park,2625 Mcnutt Rd,575-589-0887,Yes,-106.5825515,31.80187582
HMS SILVER HIGH SCH WELLNESS CTR,NM,Silver City,3200 N Silver St,505-534-1015,Yes,-108.2671392,32.79562342
HMS Tranquil Skies,NM,Silver City,1318 E 32nd St,575-388-4412,Yes,-108.2604455,32.79545287
HMS Tu Casa,NM,Silver City,3200 32nd Street Byp,575-597-2650,Yes,-108.2554018,32.7951182
MCHC - Rio Rico Clinical Site,AZ,Rio Rico,1103 Circulo Mercado,520-281-1550,Yes,-111.000368,31.47307469
JOSE ROMAN PEDIATRIC CLINIC,TX,El Paso,125 W Hague Rd Ste 390,915-577-4111,Yes,-106.4991281,31.77054495
Canutillo Health Center,TX,Canutillo,7000 Fifth St,915-533-7057 x200,Yes,-106.5952522,31.91275689
Northwest Early College High School,TX,El Paso,6701 S Desert Blvd,915-533-7057,Yes,-106.5832698,31.8995537
CHILD & ADOLESCENT WELLNESS CENTER,TX,El Paso,721 S Ochoa St,915-545-7090,Yes,-106.480759,31.75344799
CENTRAL CLINIC,TX,El Paso,700 S Ochoa St,915-545-4550,Yes,-106.480022,31.75379672
Gadsden High SBHC,NM,Anthony,6301 Highway 28,575-882-6300,Yes,-106.6555246,31.99765213
Yandell Satellite Clinic,TX,El Paso,823 E Yandell Dr,915-545-7205,Yes,-106.4852717,31.76690442
HOMELESS CLINIC,TX,El Paso,1208 Myrtle Ave,915-351-8972,Yes,-106.4767907,31.76435159
Centro San Vicente's Wellness Center at Emergence Healthcare Network,TX,El Paso,1600 Montana Ave,915-887-3410,Yes,-106.4769779,31.77327408
United Community Health Center at Old Vail Middle School,AZ,Vail,13299 E Colossal Cave Rd,520-407-4607,Yes,-110.7124073,32.04765002
Mobile Medical Vann,TX,El Paso,3607 Rivera Ave,915-533-7057 x1,Yes,-106.450744,31.77135592
NAFTZGER CLINIC,TX,El Paso,3612 Pera Ave,915-533-7057 x2,Yes,-106.45037,31.77230249
HMS Mimbres Valley Clinic,NM,Mimbres,2743 Highway 35,575-536-3991,Yes,-107.9355196,32.81637119
Hueco Clinic,TX,El Paso,3501 Hueco Ave,915-533-7057,Yes,-106.452299,31.78593599
Hueco Health Center,TX,El Paso,3501 Hueco Ave,915-533-7057,Yes,-106.452299,31.78593599
WESTWAY SATELLITE CLINIC,TX,Canutillo,1713 Banker Rd,915-231-4370,Yes,-106.569342,31.961525
Anthony Medical and Dental Clinic,NM,Anthony,855 N Main,575-882-5706,Yes,-106.607096,32.008249
Anthony Mental Health,NM,Anthony,826 Anthony Dr,866-382-0621,Yes,-106.605935,32.00810399
San Miguel Medical & Dental Clinic,NM,La Mesa,18420 S Highway 28,575-233-3830,Yes,-106.7244424,32.14749341
Lisbon Satellite Clinic,TX,El Paso,200 Lisbon St,915-778-9200,Yes,-106.4246625,31.76671302
Desert Pride SBHC,NM,Anthony,100 Shrode Rd,575-526-1105,Yes,-106.6135269,32.04693792
MCHC - Tubac Regional Health Center Site,AZ,Tubac,2239 E Frontage Rd,520-281-1550,Yes,-111.0528783,31.61832555
Surety Health Center,TX,El Paso,6040 Surety Dr Unit 2,915-533-7057,Yes,-106.4119301,31.78007667
La Fe CARE Center-HIV/AIDS,TX,El Paso,1505 Mescalero Dr,915-545-7247,Yes,-106.4088833,31.78698457
CENTRO SAN VICENTE,TX,El Paso,8061 Alameda Ave,915-859-7545,Yes,-106.3555648,31.72322272
Rio Grande Prepratory Institute,NM,Las Cruces,2355 Avenida de Mesilla,575-525-4813,Yes,-106.7942869,32.27539107
HMS CLIFF/GILA COMMUNITY HEALTH CENTER,NM,Gila,415 NM-211,575-535-4384,Yes,-108.5774927,32.96432048
SAN ELIZARIO SATELLITE CLINIC,TX,San Elizario,1313 San Antonio,915-851-5519,Yes,-106.2697295,31.58742361
NORTHEAST FAMILY PRACTICE,TX,El Paso,4875 Maxwell Ave Ste Be,915-533-7057 x3,Yes,-106.4288843,31.86692374
San Elizario Satellite Clinic,TX,San Elizario,12101 Socorro Rd,915-851-5519,Yes,-106.2736577,31.59681803
CENTRO SAN VICENTE SAN ELIZARIO,TX,San Elizario,PO BOX 1517,915-851-0999,Yes,-106.26682,31.58517998
Socorro Middle School,TX,Socorro,301 Bovee Rd,915-533-7057,Yes,-106.2853899,31.63688731
Socorro High School,TX,Socorro,10150 Alameda Ave,915-533-7057,Yes,-106.2954699,31.66010207
Mobile Dental,AZ,Green Valley,1260 S Campbell Ave Bldg 2,520-407-5600,Yes,-110.973908,31.85280401
Continental Family Medical Center,AZ,Green Valley,1260 S Campbell Ave Bldg 1,520-407-5900,Yes,-110.973908,31.85280401
United Community Health Center at Freeport McMoRan Copper & Gold Building,AZ,Green Valley,1260 S Campbell Ave Bldg 2,520-407-5600,Yes,-110.973908,31.85280401
"St. Luke's Health Care Clinic, Suite A",NM,Las Cruces,999 W Amador Ave Ste A,575-527-5482,Yes,-106.788072,32.30242602
St. Luke's Health Care Clinic Suite A,NM,Las Cruces,999 W Amador Ave,575-527-5482,Yes,-106.788072,32.30242602
St. Luke's Health Care Clinic Suite D,NM,Las Cruces,999 W Amador Ave Ste D,575-527-5482,Yes,-106.788072,32.30242602
Terrace Hills Middle School,TX,El Paso,4835 Blossom Ave,915-533-7057,Yes,-106.4305474,31.90443253
Ben Archer Health Center of Las Cruces,NM,Las Cruces,1998 N Motel Blvd,575-267-3280,Yes,-106.8120608,32.32489664
Ernesto Serna Middle School,TX,Socorro,11471 Alameda Ave,915-533-7057,Yes,-106.2649247,31.6248755
United Community Health Center at La Posada,AZ,Green Valley,670 S Park Centre Ave,520-648-8900,Yes,-110.976188,31.86056108
Las Cruces Women's Health 2,NM,Las Cruces,385 Calle De Alegra Bldg C,575-521-7181,Yes,-106.7716829,32.29039434
Women's Health Center,NM,Las Cruces,385 Calle De Alegra Ste B,575-532-2044,Yes,-106.7716829,32.29039434
United Community Health Center at Green Valley Hospital,AZ,Green Valley,4475 S I 19 Frontage Rd,520-407-5600,Yes,-111.0115839,31.80680433
United Community Health Center at Amado,AZ,Amado,28720 S Nogales Hwy,520-407-5992,Yes,-111.0603946,31.72912446
Canyonlands Healthcare - Safford Integrated,AZ,Safford,1615 S 1st Ave,928-348-1701,Yes,-109.7075673,32.82011968
Central Medical Complex,NM,Las Cruces,575 S Alameda Blvd,575-526-1105,Yes,-106.7798864,32.30497885
Ben Archer Health Center Mayfield School Base,NM,Las Cruces,1955 N Valley Dr,575-267-3280,Yes,-106.8031927,32.32558442
H. E. Charles Middle School,TX,El Paso,4909 Trojan Dr,915-533-7057 x37057,Yes,-106.4297109,31.91803391
Griggs Mental Health,NM,Las Cruces,100 W Griggs Ave,575-647-2800,Yes,-106.7789144,32.30957368
Main Street Psychosocial Rehabilitation,NM,Las Cruces,125 S Main St,575-647-2800,Yes,-106.7784391,32.30919365
Children's Mental Health,NM,Las Cruces,118 S Main St,575-647-2800,Yes,-106.7785305,32.30932093
Griggs Assertive Community Treatment,NM,Las Cruces,105 W Griggs Ave,575-647-2800,Yes,-106.7786704,32.30952412
Canyonlands Healthcare - Safford,AZ,Safford,2016 W 16th St,928-428-1500,Yes,-109.73356,32.82188747
Andress High School,TX,El Paso,5400 Sun Valley Dr,915-533-7057,Yes,-106.41349,31.90966701
Richardson Middle School,TX,El Paso,11350 Loma Franklin Dr,915-533-7057,Yes,-106.435901,31.94165201
United Community Health Center at Sahuarita Heights,AZ,Sahuarita,2875 E Sahuarita Rd,520-407-5992,Yes,-110.9301802,31.95766753
Centro San Vicente at Pebble Hills,TX,El Paso,"10780 Pebble Hills Blvd, Ste G1",915-859-7545,Yes,-106.326238,31.78291499
Ridgeway Crisis House,NM,Las Cruces,2605 Ridgeway Ct,575-647-2800,Yes,-106.73998,32.30065605
Mission Ridge Elementary,TX,El Paso,150 Nonap Rd,915-938-2000,Yes,-106.2496932,31.68512642
United Community Health Center at La Canada Pediatrics,AZ,Sahuarita,18857 S La Canada Dr,520-407-5800,Yes,-110.9947525,31.907983
Desert Wind School,TX,El Paso,1100 Colina De Paz,915-937-7800,Yes,-106.2275565,31.64778588
William Slider Middle School,TX,El Paso,11700 School Ln,915-533-7057,Yes,-106.283658,31.76348543
Ben Archer Health Center - East Las Cruces,NM,Las Cruces,3331 Del Rey Blvd,575-267-3280,Yes,-106.7676975,32.35416667
Montwood High School,TX,El Paso,12000 Montwood Dr,915-533-7057,Yes,-106.275746,31.76320415
Centennial School-Based Health Center,NM,Las Cruces,1950 S Sonoma Ranch Blvd,575-526-1105,Yes,-106.7090726,32.30421048
Eastlake High School,TX,Horizon City,13000 Emerald Pass Ave,915-937-3600,Yes,-106.2380726,31.69743273
Montwood Middle School,TX,El Paso,11710 Pebble Hills Blvd,915-533-7057,Yes,-106.2822499,31.78246265
Ben Archer Health Center - Dona Ana,NM,Las Cruces,1600 Thorpe Rd,575-382-9292,Yes,-106.7986238,32.38983703
East Side Health Center,AZ,Tucson,8181 E Irvington Rd,520-574-1551,Yes,-110.8169311,32.1629714
Ben Archer Health Center - Radium Springs,NM,Las Cruces,12080 L B Lindbeck Rd,575-526-6200,Yes,-106.9048793,32.49137872
Col. J. Ensor Middle School Clinic,TX,Horizon City,13600 Ryderwood Dr,915-533-7057,Yes,-106.2157373,31.6972027
Sun Ridge Middle School,TX,El Paso,2200 Sun Country Dr,915-533-7057,Yes,-106.2548523,31.77171846
Ben Archer Health Center - Hatch,NM,Hatch,255 Highway 187,575-267-3280,Yes,-107.163246,32.66682901
EL RIO SOUTHEAST HEALTH CENTER,AZ,Tucson,6950 E Golf Links Rd,520-792-9890,Yes,-110.844623,32.19133902
Chaparral Medical Clinic,NM,Chaparral,510 E Lisa Dr,575-824-0820,Yes,-106.393186,32.03820483
Chaparral Annex,NM,Chaparral,510 E Lisa Dr Bldg 2,575-824-0820,Yes,-106.393186,32.03820483
Chaparral Dental Clinic,NM,Chaparral,510 E Lisa Dr Bldg 3,575-824-0820,Yes,-106.393186,32.03820483
Manuel Puentes Middle School,TX,El Paso,3216 Tim Foster St,915-533-7057,Yes,-106.2251539,31.79080642
Pebble Hills High School,TX,El Paso,14400 Pebble Hills Blvd,915-533-7057,Yes,-106.2181872,31.78199059
La Clinica Guadalupana,TX,El Paso,901 Ascencion St,915-533-7057,Yes,-106.147657,31.653738
Canyonlands Healthcare - Clifton,AZ,Clifton,10A Ward Canyon Rd,928-865-2500,Yes,-109.2938767,33.04175192
Chaparral High SBHC,NM,Chaparral,800 S County Line Dr,575-824-6728,Yes,-106.3773729,32.0438334
PMS - Chaparral  Family Health Center,NM,Chaparral,204 Angelina Blvd,575-648-2627,Yes,-106.3388525,32.00968
FREEDOM PARK HEALTH CENTER,AZ,Tucson,5000 E 29th St,520-790-8500,Yes,-110.8862616,32.19966435
Wilmot Family Health Center,AZ,Tucson,899 N Wilmot Rd Ste B,520-290-1100,Yes,-110.859089,32.23226999
TUCSON BIRTH AND WOMEN'S HEALTH CENTER,AZ,Tucson,5979 E Grant Rd,520-670-3707,Yes,-110.8636245,32.25117831
Family Planning Primary Care Mobile,TX,El Paso,14674 Greg Dr,915-533-7057 x248,Yes,-106.1682696,31.79811089
Montana Vista Health Center,TX,El Paso,14900 Greg Dr,915-533-7057,Yes,-106.1628025,31.79809262
Project Vida Mobile Dental Trailer,TX,El Paso,14900 Greg Dr,915-533-7057,Yes,-106.1628025,31.79809262
MHC Integrated Care,AZ,Tucson,2325 N Wyatt Dr,520-682-4111,Yes,-110.8817926,32.24913966
MHC Primary Care Health Center,AZ,Tucson,2355 N Wyatt Dr Ste 101,520-616-4948,Yes,-110.8820171,32.24965837
East Mesa Medical and Dental Clinic,NM,Las Cruces,8600 Bataan Memorial E,575-373-9202,Yes,-106.6520545,32.4065733
EL PUEBLO HEALTH CENTER,AZ,Tucson,101 W Irvington Rd,520-670-3707,Yes,-110.9692371,32.16319183
CLINICA DEL ALMA,AZ,Tucson,3690 S Park Ave Ste 805,520-616-6760,Yes,-110.9563972,32.18056863
EL RIO SOUTHWEST HEALTH CENTERS,AZ,Tucson,1500 W Commerce Ct,520-806-2650,Yes,-110.9963614,32.13306002
United Community Health Center at Arivaca,AZ,Arivaca,17388 W 3rd St,520-407-5500,Yes,-111.3345905,31.57732752
EL RIO OB/GYN ASSOCIATES,AZ,Tucson,225 W Irvington Rd,520-670-3707,Yes,-110.9718945,32.16321929
El Rio Cherrybell Health Center,AZ,Tucson,1230 S Cherrybell Stra,520-670-3909,Yes,-110.948458,32.20504699
Special Immunology Associates (SIA) at Cherrybell,AZ,Tucson,1230 S Cherrybell Stra Ste D,520-628-8287,Yes,-110.948458,32.20504699
HealthOn Broadway,AZ,Tucson,1 W Broadway Blvd,520-670-3909,Yes,-110.971475,32.22066298
HealthOn University,AZ,Tucson,434 E University Blvd,520-309-4250,Yes,-110.9646384,32.23158229
EL RIO PASCUA YAQUI HEALTH CENTER,AZ,Tucson,7490 S Camino De Oeste,520-879-6006,Yes,-111.064,32.115036
EL RIO SANTA CRUZ NEIGHBORHOOD,AZ,Tucson,839 W Congress St,520-670-3707,Yes,-110.9857315,32.22040234
St. Elizabeth's Health Center,AZ,Tucson,140 W Speedway Blvd,520-628-7871,Yes,-110.9746152,32.23603988
KEELING HEALTH CENTER,AZ,Tucson,435 E Glenn St,520-696-6969,Yes,-110.9644102,32.25767751
EL RIO NORTHWEST MEDICAL,AZ,Tucson,320 W Prince Rd,520-670-3707,Yes,-110.9766001,32.27198751
El Rio Northwest Dental,AZ,Tucson,340 W Prince Rd,520-740-7705,Yes,-110.9770001,32.27198751
Ft. Hancock,TX,Fort Hancock,561 Knox Ave,915-769-1079,Yes,-105.8508704,31.29351381
FLOWING WELLS FAMILY PRACTICE,AZ,Tucson,1323 W Prince Rd,520-887-0800,Yes,-110.9937663,32.27209497
SAN MANUEL SATELLITE,AZ,San Manuel,23 S Mcnab Pkwy,520-385-2234,Yes,-110.6292309,32.6133722
Ellie Towne Health Center,AZ,Tucson,1670 W Ruthrauff Rd,520-616-6797,Yes,-111.0016626,32.28755843
MARANA HEALTH CENTER OBSTETRICS AND GYNECOLOGY,AZ,Tucson,2055 W Hospital Dr Ste 115,520-797-0011,Yes,-111.0110796,32.31927813
Oro Valley Pediatrics,AZ,Oro Valley,1856 E Innovation Park Dr,520-825-7111,Yes,-110.944317,32.43261298
Oracle,AZ,Oracle,980 E Mt Lemmon Rd,520-896-2035,Yes,-110.7633524,32.60946013
Oracle Satellite,AZ,Oracle,1040 W American Ave,520-896-2902,Yes,-110.784841,32.61641802
Santa Catalina Health Center,AZ,Tucson,16701 N Oracle Rd,520-825-6763,Yes,-110.9258291,32.50912048
United Community Health Center at Three Points,AZ,Tucson,15921 W Ajo Hwy,520-407-5700,Yes,-111.3070738,32.07908961
Dove Mountain Health Center,AZ,Marana,5224 W Dove Centre Rd,520-616-1445,Yes,-111.076445,32.42601198
ORTIZ COMMUNITY HEALTH CENTER,AZ,Tucson,12635 W Rudasill Rd,520-682-3777,Yes,-111.2360848,32.31349894
Ben Archer Health Center - T or C School-Aged Health Center,NM,Truth Or Consequences,1950 N Date St,575-894-8057,Yes,-107.2461127,33.15117699
Ben Archer Health Center - Truth or Consequences,NM,Truth Or Consequences,1960 N Date St,575-894-7662,Yes,-107.2461917,33.15171284
Marana Health Center,AZ,Marana,13395 N Marana Main St,520-682-4111,Yes,-111.2124393,32.44937989
MHC Counseling and Wellness Center,AZ,Marana,13395 N Marana Main St,520-682-4111,Yes,-111.2124393,32.44937989
PMS - CATRON COUNTY MED CENTER,NM,Reserve,1 Foster Dr,575-533-6456,Yes,-108.7596101,33.71378533
Kearny,AZ,Kearny,374 W Alden Rd,480-983-6500,Yes,-110.9064278,33.05983629
Sierra Blanca Family Health Center,TX,Sierra Blanca,422 Rm,915-533-7057,Yes,-105.244305,31.27461964
Dell City Health Outreach Center,TX,Dell City,102 S Dodson BLDG B,915-533-7057,Yes,-105.265176,31.874485
Ben Archer Health Center- Alamogordo,NM,Alamogordo,2150 Highway 54 S,575-443-8133,Yes,-105.9684626,32.86359762
Eloy Satellite,AZ,Eloy,205 N Stuart Blvd,520-466-7883,Yes,-111.551612,32.75154
PMS - Alamogordo Family Health Center,NM,Alamogordo,1501 10th St,575-430-2960,Yes,-105.9423203,32.8999475
PMS - Alamogordo Behavioral Health Family Health Center,NM,Alamogordo,1900 10th St,575-434-2960,Yes,-105.9379997,32.89992248
Canyonlands Healthcare - Globe,AZ,Globe,5860 S Hospital Dr Ste 102,928-402-0491,Yes,-110.826613,33.40727749
Florence Family Practice Office,AZ,Florence,174 W Highway 287,520-868-5811,Yes,-111.3900426,33.01913564
