"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"1106","21225","Union County, Kentucky",14802,7597,7205,2443,2856
"1107","21227","Warren County, Kentucky",126427,61873,64554,17308,19964
"1108","21229","Washington County, Kentucky",12019,5865,6154,2131,2548
"1109","21231","Wayne County, Kentucky",20609,10154,10455,3943,4529
"1110","21233","Webster County, Kentucky",13155,6457,6698,2339,2626
"1111","21235","Whitley County, Kentucky",36089,17668,18421,5821,6694
"1112","21237","Wolfe County, Kentucky",7223,3596,3627,1398,1549
"1113","21239","Woodford County, Kentucky",26097,12564,13533,4831,5555
"1114","22001","Acadia Parish, Louisiana",62568,30491,32077,9802,11482
"1115","22003","Allen Parish, Louisiana",25661,14638,11023,4275,4298
"1116","22005","Ascension Parish, Louisiana",121176,59998,61178,16800,18674
"1117","22007","Assumption Parish, Louisiana",22714,11005,11709,4118,4539
"1118","22009","Avoyelles Parish, Louisiana",40882,20607,20275,6863,7809
"1119","22011","Beauregard Parish, Louisiana",36769,18712,18057,5986,6586
"1120","22013","Bienville Parish, Louisiana",13668,6523,7145,2551,3053
"1121","22015","Bossier Parish, Louisiana",126131,62349,63782,18033,21336
"1122","22017","Caddo Parish, Louisiana",248361,117828,130533,39257,48678
"1123","22019","Calcasieu Parish, Louisiana",200182,97603,102579,30917,35913
"1124","22021","Caldwell Parish, Louisiana",9996,5277,4719,1836,1962
"1125","22023","Cameron Parish, Louisiana",6868,3357,3511,1359,1505
"1126","22025","Catahoula Parish, Louisiana",9893,5214,4679,1690,1883
"1127","22027","Claiborne Parish, Louisiana",16153,9205,6948,3151,3138
"1128","22029","Concordia Parish, Louisiana",20021,10210,9811,3294,3962
"1129","22031","De Soto Parish, Louisiana",27216,13172,14044,4705,5492
"1130","22033","East Baton Rouge Parish, Louisiana",444094,212778,231316,61538,76560
"1131","22035","East Carroll Parish, Louisiana",7225,4373,2852,1090,1150
"1132","22037","East Feliciana Parish, Louisiana",19499,10715,8784,3994,3890
"1133","22039","Evangeline Parish, Louisiana",33636,17142,16494,5309,5973
"1134","22041","Franklin Parish, Louisiana",20322,9981,10341,3419,4134
"1135","22043","Grant Parish, Louisiana",22348,12658,9690,3776,3691
"1136","22045","Iberia Parish, Louisiana",72691,35508,37183,11685,13172
"1137","22047","Iberville Parish, Louisiana",32956,16661,16295,5540,6090
"1138","22049","Jackson Parish, Louisiana",15926,8080,7846,2903,3326
"1139","22051","Jefferson Parish, Louisiana",435300,211175,224125,73465,87056
"1140","22053","Jefferson Davis Parish, Louisiana",31467,15590,15877,5306,5990
"1141","22055","Lafayette Parish, Louisiana",240091,117169,122922,33911,40203
"1142","22057","Lafourche Parish, Louisiana",98214,48261,49953,16004,17993
"1143","22059","LaSalle Parish, Louisiana",14949,7730,7219,2516,2698
"1144","22061","Lincoln Parish, Louisiana",47356,23041,24315,5878,7269
"1145","22063","Livingston Parish, Louisiana",138111,67836,70275,19928,22501
"1146","22065","Madison Parish, Louisiana",11472,5708,5764,1657,1929
"1147","22067","Morehouse Parish, Louisiana",25992,12444,13548,4425,5464
"1148","22069","Natchitoches Parish, Louisiana",38963,18622,20341,5730,7016
"1149","22071","Orleans Parish, Louisiana",389648,185377,204271,58651,70355
"1150","22073","Ouachita Parish, Louisiana",156075,74853,81222,22660,27588
"1151","22075","Plaquemines Parish, Louisiana",23373,11617,11756,3691,3741
"1152","22077","Pointe Coupee Parish, Louisiana",22158,10614,11544,4236,5010
"1153","22079","Rapides Parish, Louisiana",131546,63681,67865,20899,25128
"1154","22081","Red River Parish, Louisiana",8618,4067,4551,1510,1869
"1155","22083","Richland Parish, Louisiana",20474,9952,10522,3451,4099
"1156","22085","Sabine Parish, Louisiana",24088,11929,12159,4641,4985
"1157","22087","St. Bernard Parish, Louisiana",45694,22402,23292,6433,6855
"1158","22089","St. Charles Parish, Louisiana",52724,26121,26603,8590,9458
"1159","22091","St. Helena Parish, Louisiana",10411,5039,5372,1697,2142
"1160","22093","St. James Parish, Louisiana",21357,10266,11091,3741,4331
"1161","22095","St. John the Baptist Parish, Louisiana",43446,21308,22138,7089,7720
"1162","22097","St. Landry Parish, Louisiana",83449,40151,43298,13356,15836
"1163","22099","St. Martin Parish, Louisiana",53752,26452,27300,8826,9735
"1164","22101","St. Mary Parish, Louisiana",51734,25607,26127,8845,9858
"1165","22103","St. Tammany Parish, Louisiana",252093,122347,129746,43647,49807
"1166","22105","Tangipahoa Parish, Louisiana",130504,63237,67267,19382,22672
"1167","22107","Tensas Parish, Louisiana",4666,2296,2370,912,1139
"1168","22109","Terrebonne Parish, Louisiana",112587,55305,57282,17332,19413
"1169","22111","Union Parish, Louisiana",22475,11132,11343,4403,4869
"1170","22113","Vermilion Parish, Louisiana",59867,29121,30746,9705,11136
"1171","22115","Vernon Parish, Louisiana",51007,27126,23881,6029,6729
"1172","22117","Washington Parish, Louisiana",46457,22963,23494,8172,9280
"1173","22119","Webster Parish, Louisiana",39631,19242,20389,7169,8478
"1174","22121","West Baton Rouge Parish, Louisiana",25860,12863,12997,4036,4515
"1175","22123","West Carroll Parish, Louisiana",11180,5704,5476,2068,2264
"1176","22125","West Feliciana Parish, Louisiana",15377,9802,5575,3329,2170
"1177","22127","Winn Parish, Louisiana",14494,7733,6761,2653,2772
"1178","23001","Androscoggin County, Maine",107444,52514,54930,19644,21693
"1179","23003","Aroostook County, Maine",68269,33745,34524,15258,16744
"1180","23005","Cumberland County, Maine",290944,141276,149668,52854,62097
"1181","23007","Franklin County, Maine",30019,14651,15368,6588,6969
"1182","23009","Hancock County, Maine",54541,26374,28167,12234,13950
"1183","23011","Kennebec County, Maine",121545,59159,62386,24069,27329
"1184","23013","Knox County, Maine",39823,19701,20122,8820,10146
"1185","23015","Lincoln County, Maine",34067,16624,17443,8116,9253
"1186","23017","Oxford County, Maine",57325,28316,29009,12667,13551
"1187","23019","Penobscot County, Maine",151748,75196,76552,28637,31834
"1188","23021","Piscataquis County, Maine",16887,8440,8447,4340,4340
"1189","23023","Sagadahoc County, Maine",35277,17228,18049,7634,8472
"1190","23025","Somerset County, Maine",50710,25085,25625,10974,11540
"1191","23027","Waldo County, Maine",39418,19347,20071,8449,9359
"1192","23029","Washington County, Maine",31694,15614,16080,7216,7807
"1193","23031","York County, Maine",203102,99029,104073,40924,46600
"1194","24001","Allegany County, Maryland",71977,37646,34331,13588,14898
"1195","24003","Anne Arundel County, Maryland",567696,281176,286520,91935,104614
"1196","24005","Baltimore County, Maryland",827625,392421,435204,136555,169689
"1197","24009","Calvert County, Maryland",91082,45307,45775,16525,17559
"1198","24011","Caroline County, Maryland",32875,16021,16854,5747,6561
"1199","24013","Carroll County, Maryland",167522,82841,84681,31219,34604
"1200","24015","Cecil County, Maryland",102517,51149,51368,18590,19679
"1201","24017","Charles County, Maryland",157671,76071,81600,23929,27717
"1202","24019","Dorchester County, Maryland",32261,15335,16926,6398,7532
"1203","24021","Frederick County, Maryland",248472,122524,125948,41015,45844
"1204","24023","Garrett County, Maryland",29376,14561,14815,6221,6806
"1205","24025","Harford County, Maryland",251025,122763,128262,43786,50150
"1206","24027","Howard County, Maryland",315327,154285,161042,50192,56098
"1207","24029","Kent County, Maryland",19593,9344,10249,4211,5083
"1208","24031","Montgomery County, Maryland",1040133,502389,537744,165165,197202
"1209","24033","Prince George's County, Maryland",906202,436446,469756,128901,162231
"1210","24035","Queen Anne's County, Maryland",49355,24426,24929,9965,10703
"1211","24037","St. Mary's County, Maryland",111531,55552,55979,17857,18504
"1212","24039","Somerset County, Maryland",25737,13833,11904,4372,4658
"1213","24041","Talbot County, Maryland",37211,17626,19585,8519,10210
"1214","24043","Washington County, Maryland",149811,76098,73713,26398,29196
"1215","24045","Wicomico County, Maryland",102172,48535,53637,15807,19059
"1216","24047","Worcester County, Maryland",51564,25283,26281,12055,13791
"1217","24510","Baltimore city, Maryland",614700,288691,326009,86310,111605
"1218","25001","Barnstable County, Massachusetts",213690,102176,111514,52128,63173
"1219","25003","Berkshire County, Massachusetts",127328,61603,65725,26938,31307
"1220","25005","Bristol County, Massachusetts",558905,270624,288281,96780,113780
"1221","25007","Dukes County, Massachusetts",17313,8475,8838,3745,4189
"1222","25009","Essex County, Massachusetts",781024,376475,404549,134961,161572
"1223","25011","Franklin County, Massachusetts",70935,34601,36334,14804,17027
"1224","25013","Hampden County, Massachusetts",469116,226555,242561,78222,93239
"1225","25015","Hampshire County, Massachusetts",161159,75426,85733,26256,31275
"1226","25017","Middlesex County, Massachusetts",1595192,779666,815526,255533,297407
"1227","25019","Nantucket County, Massachusetts",11101,5650,5451,1909,1970
"1228","25021","Norfolk County, Massachusetts",698249,335338,362911,119996,142837
"1229","25023","Plymouth County, Massachusetts",512135,249126,263009,94124,109000
"1230","25025","Suffolk County, Massachusetts",791766,382830,408936,98556,118711
"1231","25027","Worcester County, Massachusetts",822280,405434,416846,141866,158758
"1232","26001","Alcona County, Michigan",10364,5224,5140,3256,3260
"1233","26003","Alger County, Michigan",9194,5104,4090,2302,2240
"1234","26005","Allegan County, Michigan",115250,57586,57664,20764,22175
"1235","26007","Alpena County, Michigan",28612,14095,14517,6385,7072
"1236","26009","Antrim County, Michigan",23177,11515,11662,5725,6087
"1237","26011","Arenac County, Michigan",15165,7681,7484,3727,3765
"1238","26013","Baraga County, Michigan",8507,4720,3787,1882,1790
"1239","26015","Barry County, Michigan",60057,30248,29809,12094,12493
"1240","26017","Bay County, Michigan",104786,51486,53300,20208,23422
"1241","26019","Benzie County, Michigan",17552,8743,8809,4209,4487
"1242","26021","Berrien County, Michigan",154807,75737,79070,29113,33294
"1243","26023","Branch County, Michigan",43584,22485,21099,8522,8640
"1244","26025","Calhoun County, Michigan",134473,65782,68691,23565,26988
"1245","26027","Cass County, Michigan",51460,25789,25671,10773,11449
"1246","26029","Charlevoix County, Michigan",26219,12907,13312,6063,6448
"1247","26031","Cheboygan County, Michigan",25458,12720,12738,6288,6654
"1248","26033","Chippewa County, Michigan",37834,20794,17040,7341,6921
"1249","26035","Clare County, Michigan",30616,15159,15457,6941,7365
"1250","26037","Clinton County, Michigan",77896,38528,39368,14089,15286
"1251","26039","Crawford County, Michigan",13836,7060,6776,3525,3470
"1252","26041","Delta County, Michigan",36190,17998,18192,8156,8699
"1253","26043","Dickinson County, Michigan",25570,12754,12816,5629,6029
"1254","26045","Eaton County, Michigan",109155,53353,55802,19992,22826
"1255","26047","Emmet County, Michigan",33039,16307,16732,6868,7665
"1256","26049","Genesee County, Michigan",409361,197382,211979,71026,83626
"1257","26051","Gladwin County, Michigan",25289,12739,12550,6193,6381
"1258","26053","Gogebic County, Michigan",15414,8324,7090,3738,3724
"1259","26055","Grand Traverse County, Michigan",91746,45367,46379,17675,20085
"1260","26057","Gratiot County, Michigan",41067,21961,19106,7376,7709
"1261","26059","Hillsdale County, Michigan",45830,22798,23032,9092,9607
"1262","26061","Houghton County, Michigan",36360,19668,16692,5997,6331
"1263","26063","Huron County, Michigan",31543,15692,15851,7320,7962
"1264","26065","Ingham County, Michigan",289564,140970,148594,39521,47059
"1265","26067","Ionia County, Michigan",64176,34053,30123,11073,11149
"1266","26069","Iosco County, Michigan",25247,12578,12669,6613,6941
"1267","26071","Iron County, Michigan",11212,5595,5617,3057,3215
"1268","26073","Isabella County, Michigan",70775,34371,36404,9201,10443
"1269","26075","Jackson County, Michigan",158913,81205,77708,29366,31521
"1270","26077","Kalamazoo County, Michigan",261573,128025,133548,38423,45122
"1271","26079","Kalkaska County, Michigan",17463,8908,8555,3722,3779
"1272","26081","Kent County, Michigan",643140,316734,326406,95389,108336
"1273","26083","Keweenaw County, Michigan",2130,1111,1019,649,603
"1274","26085","Lake County, Michigan",11763,6000,5763,3207,3121
"1275","26087","Lapeer County, Michigan",88202,44842,43360,18054,18535
"1276","26089","Leelanau County, Michigan",21639,10742,10897,5659,6152
"1277","26091","Lenawee County, Michigan",98474,49815,48659,18301,20333
"1278","26093","Livingston County, Michigan",188482,94566,93916,36725,38513
"1279","26095","Luce County, Michigan",6364,3743,2621,1421,1285
"1280","26097","Mackinac County, Michigan",10817,5463,5354,2797,2871
"1281","26099","Macomb County, Michigan",868704,422835,445869,151493,177158
"1282","26101","Manistee County, Michigan",24444,12658,11786,5849,6111
"1283","26103","Marquette County, Michigan",66939,33703,33236,12667,13137
"1284","26105","Mason County, Michigan",28884,14310,14574,6330,6897
"1285","26107","Mecosta County, Michigan",43264,21844,21420,7638,8367
"1286","26109","Menominee County, Michigan",23234,11781,11453,5491,5668
"1287","26111","Midland County, Michigan",83389,40980,42409,15254,17544
"1288","26113","Missaukee County, Michigan",15006,7668,7338,3155,3158
"1289","26115","Monroe County, Michigan",149699,73914,75785,28283,31287
"1290","26117","Montcalm County, Michigan",63209,32595,30614,11807,12258
"1291","26119","Montmorency County, Michigan",9261,4665,4596,2684,2725
"1292","26121","Muskegon County, Michigan",173043,86083,86960,30148,33893
"1293","26123","Newaygo County, Michigan",48142,24149,23993,9762,10137
"1294","26125","Oakland County, Michigan",1250843,610771,640072,217590,253213
"1295","26127","Oceana County, Michigan",26417,13412,13005,5435,5611
"1296","26129","Ogemaw County, Michigan",20928,10480,10448,5173,5346
"1297","26131","Ontonagon County, Michigan",5968,3054,2914,1935,1869
"1298","26133","Osceola County, Michigan",23232,11738,11494,4797,5060
"1299","26135","Oscoda County, Michigan",8277,4251,4026,2189,2183
"1300","26137","Otsego County, Michigan",24397,12061,12336,5051,5422
"1301","26139","Ottawa County, Michigan",284034,140285,143749,43710,48329
"1302","26141","Presque Isle County, Michigan",12797,6386,6411,3599,3634
"1303","26143","Roscommon County, Michigan",23877,11857,12020,6785,7047
"1304","26145","Saginaw County, Michigan",192778,93581,99197,34704,41082
"1305","26147","St. Clair County, Michigan",159566,79300,80266,31463,34114
"1306","26149","St. Joseph County, Michigan",60897,30259,30638,10899,12145
"1307","26151","Sanilac County, Michigan",41376,20534,20842,8765,9328
"1308","26153","Schoolcraft County, Michigan",8069,3984,4085,2028,2153
"1309","26155","Shiawassee County, Michigan",68493,33801,34692,12951,14414
"1310","26157","Tuscola County, Michigan",53250,26732,26518,10993,11754
"1311","26159","Van Buren County, Michigan",75272,37429,37843,14263,15321
"1312","26161","Washtenaw County, Michigan",365961,181376,184585,52086,59514
"1313","26163","Wayne County, Michigan",1761382,847648,913734,279011,334599
"1314","26165","Wexford County, Michigan",33111,16567,16544,6475,6877
"1315","27001","Aitkin County, Minnesota",15834,8053,7781,4568,4498
"1316","27003","Anoka County, Minnesota",347431,173811,173620,57645,62013
"1317","27005","Becker County, Minnesota",33773,16783,16990,6857,7152
"1318","27007","Beltrami County, Minnesota",46117,22906,23211,7317,8008
"1319","27009","Benton County, Minnesota",39779,19894,19885,6125,6523
"1320","27011","Big Stone County, Minnesota",5016,2477,2539,1178,1286
"1321","27013","Blue Earth County, Minnesota",66322,33323,32999,9161,10355
"1322","27015","Brown County, Minnesota",25211,12653,12558,4972,5578
"1323","27017","Carlton County, Minnesota",35540,18565,16975,6814,6900
"1324","27019","Carver County, Minnesota",100416,49793,50623,15452,16548
"1325","27021","Cass County, Minnesota",29022,14798,14224,7085,7025
"1326","27023","Chippewa County, Minnesota",12010,5959,6051,2331,2656
"1327","27025","Chisago County, Minnesota",54727,28333,26394,9989,10023
"1328","27027","Clay County, Minnesota",62801,31010,31791,8673,9653
"1329","27029","Clearwater County, Minnesota",8812,4504,4308,1781,1868
"1330","27031","Cook County, Minnesota",5311,2632,2679,1396,1416
"1331","27033","Cottonwood County, Minnesota",11372,5662,5710,2347,2519
